ISCO-08,ONET-SOC,Job title
3112,17-1022.01,Geodetic Surveyors
3112,19-4099.03,Remote Sensing Technicians
3112,19-5011.00,Occupational Health and Safety Specialists
3112,19-5012.00,Occupational Health and Safety Technicians
3112,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
3112,49-9092.00,Commercial Divers
3112,17-2199.03,"Energy Engineers, Except Wind and Solar"
3112,41-4011.07,Solar Sales Representatives and Assessors
3112,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education"
3113,51-8013.04,Hydroelectric Plant Technicians
3113,17-2071.00,Electrical Engineers
3113,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
3113,47-3013.00,Helpers--Electricians
3113,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
3113,17-3028.00,Calibration Technologists and Technicians
3113,51-2061.00,Timing Device Assemblers and Adjusters
3113,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
3113,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
3113,51-2023.00,Electromechanical Equipment Assemblers
3113,11-3051.04,Biomass Power Plant Managers
3113,49-9081.00,Wind Turbine Service Technicians
3113,49-9099.01,Geothermal Technicians
3113,51-8013.03,Biomass Plant Technicians
3114,17-2072.00,"Electronics Engineers, Except Computer"
3114,17-2072.01,Radio Frequency Identification Device Specialists
3114,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
3114,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
3114,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
3114,17-3029.01,Non-Destructive Testing Specialists
3114,49-2091.00,Avionics Technicians
3114,17-2199.07,Photonics Engineers
3114,15-1232.00,Computer User Support Specialists
3114,17-2061.00,Computer Hardware Engineers
3114,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
3114,17-3028.00,Calibration Technologists and Technicians
3114,31-9099.02,Endoscopy Technicians
3114,49-9062.00,Medical Equipment Repairers
3114,17-2199.06,Microsystems Engineers
3114,51-9141.00,Semiconductor Processing Technicians
3114,49-9041.00,Industrial Machinery Mechanics
3114,49-9043.00,"Maintenance Workers, Machinery"
3114,49-9071.00,"Maintenance and Repair Workers, General"
3114,17-3024.01,Robotics Technicians
3114,17-3029.08,Photonics Technicians
3114,29-2081.00,"Opticians, Dispensing"
3114,51-9083.00,Ophthalmic Laboratory Technicians
3115,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
3115,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
3115,17-3027.00,Mechanical Engineering Technologists and Technicians
3115,17-3027.01,Automotive Engineering Technicians
3115,49-3043.00,Rail Car Repairers
3115,17-2011.00,Aerospace Engineers
3115,49-2091.00,Avionics Technicians
3115,49-3011.00,Aircraft Mechanics and Service Technicians
3115,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
3115,17-2112.01,Human Factors Engineers and Ergonomists
3115,17-2131.00,Materials Engineers
3115,19-2032.00,Materials Scientists
3115,17-2199.05,Mechatronics Engineers
3115,17-2199.08,Robotics Engineers
3115,17-3024.01,Robotics Technicians
3115,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
3115,17-2199.07,Photonics Engineers
3115,17-3029.08,Photonics Technicians
3115,51-9083.00,Ophthalmic Laboratory Technicians
3115,17-2112.03,Manufacturing Engineers
3115,17-3026.00,Industrial Engineering Technologists and Technicians
3115,47-4099.03,Weatherization Installers and Technicians
3115,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
3115,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
3115,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
3115,53-4011.00,Locomotive Engineers
3115,53-6051.00,Transportation Inspectors
3115,17-3029.01,Non-Destructive Testing Specialists
3115,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
3116,17-2041.00,Chemical Engineers
3116,19-2031.00,Chemists
3116,19-4031.00,Chemical Technicians
3116,51-8091.00,Chemical Plant and System Operators
3116,51-9011.00,Chemical Equipment Operators and Tenders
3116,17-3022.00,Civil Engineering Technologists and Technicians
3116,19-4099.01,Quality Control Analysts
3116,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
3116,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
3116,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
3116,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
3116,47-4041.00,Hazardous Materials Removal Workers
3116,53-7062.04,Recycling and Reclamation Workers
3117,51-8031.00,Water and Wastewater Treatment Plant and System Operators
3117,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
3117,19-5011.00,Occupational Health and Safety Specialists
3117,19-5012.00,Occupational Health and Safety Technicians
3117,15-1299.02,Geographic Information Systems Technologists and Technicians
3117,17-1022.00,Surveyors
3117,17-1022.01,Geodetic Surveyors
3117,17-3031.00,Surveying and Mapping Technicians
3118,17-3011.00,Architectural and Civil Drafters
3118,17-3012.00,Electrical and Electronics Drafters
3118,17-3013.00,Mechanical Drafters
3118,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
3118,27-1022.00,Fashion Designers
3118,51-6092.00,Fabric and Apparel Patternmakers
3118,17-1011.00,"Architects, Except Landscape and Naval"
3118,17-2011.00,Aerospace Engineers
3118,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
3118,17-2121.00,Marine Engineers and Naval Architects
3118,27-1025.00,Interior Designers
3119,17-3024.01,Robotics Technicians
3119,17-3025.00,Environmental Engineering Technologists and Technicians
3119,17-3026.00,Industrial Engineering Technologists and Technicians
3119,17-3026.01,Nanotechnology Engineering Technologists and Technicians
3119,17-3029.08,Photonics Technicians
3119,19-4099.01,Quality Control Analysts
3119,49-9071.00,"Maintenance and Repair Workers, General"
3119,51-4199.00,"Metal Workers and Plastic Workers, All Other"
3119,11-9199.09,Wind Energy Operations Managers
3119,47-4099.03,Weatherization Installers and Technicians
3119,49-9081.00,Wind Turbine Service Technicians
3119,51-8013.03,Biomass Plant Technicians
3119,17-2199.07,Photonics Engineers
3119,51-9083.00,Ophthalmic Laboratory Technicians
3119,11-9199.02,Compliance Managers
3119,17-2112.03,Manufacturing Engineers
3119,17-2071.00,Electrical Engineers
3119,17-2112.00,Industrial Engineers
3119,19-4031.00,Chemical Technicians
3119,11-3051.01,Quality Control Systems Managers
3119,47-4011.00,Construction and Building Inspectors
3119,17-2199.05,Mechatronics Engineers
3119,17-2199.08,Robotics Engineers
3119,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
3119,33-1091.00,First-Line Supervisors of Security Workers
3119,53-1041.00,Aircraft Cargo Handling Supervisors
3119,53-2022.00,Airfield Operations Specialists
3119,53-6051.01,Aviation Inspectors
3119,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
3119,19-1012.00,Food Scientists and Technologists
3119,19-4013.00,Food Science Technicians
3119,51-6041.00,Shoe and Leather Workers and Repairers
3121,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
3121,47-5041.00,Continuous Mining Machine Operators
3121,47-5043.00,"Roof Bolters, Mining"
3121,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
3121,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3122,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122,43-5061.00,"Production, Planning, and Expediting Clerks"
3122,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
3122,11-3051.00,Industrial Production Managers
3122,29-1041.00,Optometrists
3122,29-2057.00,Ophthalmic Medical Technicians
3122,29-2081.00,"Opticians, Dispensing"
3122,51-9083.00,Ophthalmic Laboratory Technicians
3122,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
3122,45-4023.00,Log Graders and Scalers
3122,11-3051.03,Biofuels Production Managers
3122,35-3011.00,Bartenders
3122,51-4041.00,Machinists
3122,51-9162.00,Computer Numerically Controlled Tool Programmers
3122,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
3122,53-1042.01,Recycling Coordinators
3123,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3123,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
3123,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
3123,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
3123,11-9021.00,Construction Managers
3123,47-1011.03,Solar Energy Installation Managers
3123,47-2021.00,Brickmasons and Blockmasons
3123,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
3123,53-7031.00,Dredge Operators
3123,47-3013.00,Helpers--Electricians
3123,47-2121.00,Glaziers
3123,49-3022.00,Automotive Glass Installers and Repairers
3123,47-4099.03,Weatherization Installers and Technicians
3123,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
3123,47-2053.00,Terrazzo Workers and Finishers
3123,47-2082.00,Tapers
3123,49-9051.00,Electrical Power-Line Installers and Repairers
3123,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
3123,53-6011.00,Bridge and Lock Tenders
3123,53-6041.00,Traffic Technicians
3123,51-2041.00,Structural Metal Fabricators and Fitters
3123,47-2041.00,Carpet Installers
3123,47-2043.00,Floor Sanders and Finishers
3123,47-2044.00,Tile and Stone Setters
3123,47-2081.00,Drywall and Ceiling Tile Installers
3123,47-2031.00,Carpenters
3123,47-2051.00,Cement Masons and Concrete Finishers
3123,49-9092.00,Commercial Divers
3131,51-8011.00,Nuclear Power Reactor Operators
3131,51-8012.00,Power Distributors and Dispatchers
3131,51-8013.00,Power Plant Operators
3131,11-9199.09,Wind Energy Operations Managers
3131,49-9081.00,Wind Turbine Service Technicians
3131,17-2199.10,Wind Energy Engineers
3131,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
3131,51-8013.03,Biomass Plant Technicians
3131,51-8013.04,Hydroelectric Plant Technicians
3131,11-3051.04,Biomass Power Plant Managers
3131,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
3131,49-9099.01,Geothermal Technicians
3131,49-9051.00,Electrical Power-Line Installers and Repairers
3131,49-9052.00,Telecommunications Line Installers and Repairers
3131,19-4051.00,Nuclear Technicians
3131,19-4051.02,Nuclear Monitoring Technicians
3131,17-2199.11,Solar Energy Systems Engineers
3131,47-1011.03,Solar Energy Installation Managers
3131,51-8021.00,Stationary Engineers and Boiler Operators
3132,51-8031.00,Water and Wastewater Treatment Plant and System Operators
3132,51-8099.00,"Plant and System Operators, All Other"
3132,47-4041.00,Hazardous Materials Removal Workers
3132,53-7062.04,Recycling and Reclamation Workers
3132,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
3132,49-9041.00,Industrial Machinery Mechanics
3133,51-8013.03,Biomass Plant Technicians
3133,51-8091.00,Chemical Plant and System Operators
3133,51-8092.00,Gas Plant Operators
3133,51-8099.01,Biofuels Processing Technicians
3133,51-9011.00,Chemical Equipment Operators and Tenders
3133,53-7121.00,"Tank Car, Truck, and Ship Loaders"
3133,11-3051.04,Biomass Power Plant Managers
3133,19-4051.00,Nuclear Technicians
3133,43-2011.00,"Switchboard Operators, Including Answering Service"
3133,53-7071.00,Gas Compressor and Gas Pumping Station Operators
3133,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
3133,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
3134,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
3134,53-7071.00,Gas Compressor and Gas Pumping Station Operators
3134,53-7073.00,Wellhead Pumpers
3134,51-8092.00,Gas Plant Operators
3134,47-5071.00,"Roustabouts, Oil and Gas"
3134,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
3134,53-7121.00,"Tank Car, Truck, and Ship Loaders"
3134,51-1011.00,First-Line Supervisors of Production and Operating Workers
3135,51-4051.00,Metal-Refining Furnace Operators and Tenders
3135,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
3139,51-2092.00,Team Assemblers
3139,51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other"
3139,17-2199.08,Robotics Engineers
3139,17-3024.01,Robotics Technicians
3139,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
3141,15-2099.01,Bioinformatics Technicians
3141,19-4021.00,Biological Technicians
3141,17-3026.01,Nanotechnology Engineering Technologists and Technicians
3141,19-1022.00,Microbiologists
3141,19-4031.00,Chemical Technicians
3141,29-2011.00,Medical and Clinical Laboratory Technologists
3141,29-2012.00,Medical and Clinical Laboratory Technicians
3141,29-2012.01,Histology Technicians
3141,31-9097.00,Phlebotomists
3141,19-4099.01,Quality Control Analysts
3141,29-2011.02,Cytotechnologists
3141,19-2031.00,Chemists
3141,19-1011.00,Animal Scientists
3141,19-1023.00,Zoologists and Wildlife Biologists
3141,19-1029.04,Biologists
3141,19-4092.00,Forensic Science Technicians
3141,19-1013.00,Soil and Plant Scientists
3141,19-1032.00,Foresters
3141,19-4071.00,Forest and Conservation Technicians
3141,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
3141,19-4044.00,Hydrologic Technicians
3142,19-4012.00,Agricultural Technicians
3142,17-2021.00,Agricultural Engineers
3142,19-4012.01,Precision Agriculture Technicians
3142,11-3051.01,Quality Control Systems Managers
3142,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
3142,19-4013.00,Food Science Technicians
3143,19-1032.00,Foresters
3143,19-4071.00,Forest and Conservation Technicians
3143,19-1031.02,Range Managers
3143,33-2022.00,Forest Fire Inspectors and Prevention Specialists
3143,33-3031.00,Fish and Game Wardens
3143,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
3143,37-3013.00,Tree Trimmers and Pruners
3143,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
3143,45-3031.00,Fishing and Hunting Workers
3143,45-4011.00,Forest and Conservation Workers
3143,45-4021.00,Fallers
3143,45-4022.00,Logging Equipment Operators
3151,53-5031.00,Ship Engineers
3151,19-4013.00,Food Science Technicians
3151,17-2121.00,Marine Engineers and Naval Architects
3152,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
3152,53-5011.00,Sailors and Marine Oilers
3152,53-5022.00,Motorboat Operators
3153,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
3153,53-2012.00,Commercial Pilots
3153,17-2011.00,Aerospace Engineers
3153,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
3153,49-2091.00,Avionics Technicians
3153,49-3011.00,Aircraft Mechanics and Service Technicians
3153,53-1041.00,Aircraft Cargo Handling Supervisors
3154,53-2021.00,Air Traffic Controllers
3154,53-2022.00,Airfield Operations Specialists
3154,53-6051.01,Aviation Inspectors
